timestamp,latitude,longitude,category,image_path,comment
2024-07-26 09:57:33,51.5075,-0.1357,public_buildings,REPORTED_IMAGES/building3.jpg,Peeling paint on exterior of National Gallery
2024-10-17 14:23:56,51.5194,-0.1270,public_buildings,REPORTED_IMAGES/building4.jpg,Cracked windows in Piccadilly Circus Underground station
2024-02-03 11:49:22,51.5138,-0.0984,public_buildings,REPORTED_IMAGES/building5.jpg,Leaking roof in British Museum
2024-05-28 16:15:47,51.5033,-0.1195,public_buildings,REPORTED_IMAGES/building6.jpg,Vandalism on information boards outside Royal Opera House
2024-08-14 20:41:13,51.5074,-0.0003,public_buildings,REPORTED_IMAGES/building7.jpg,Broken public toilets near Greenwich Observatory
2024-11-06 08:07:39,51.5033,-0.1196,public_buildings,REPORTED_IMAGES/building8.jpg,Damaged mosaic floor in National Portrait Gallery
2024-03-31 13:33:04,51.5138,-0.0984,public_buildings,REPORTED_IMAGES/building9.jpg,Graffiti on walls of Tate Modern
2024-06-23 18:59:29,51.5074,-0.1278,public_buildings,REPORTED_IMAGES/building10.jpg,Broken elevator in Science Museum

2024-02-09 11:18:26,51.5560,-0.2795,sports_and_social_events,REPORTED_IMAGES/event1.jpg,Litter left after football match at Wembley Stadium
2024-05-17 16:44:52,51.5033,-0.1196,sports_and_social_events,REPORTED_IMAGES/event2.jpg,Damage to stage after concert in Trafalgar Square
2024-08-03 20:10:17,51.5074,-0.1278,sports_and_social_events,REPORTED_IMAGES/event3.jpg,Overflowing bins after street festival on Oxford Street
2024-11-26 09:36:43,51.5074,-0.0003,sports_and_social_events,REPORTED_IMAGES/event4.jpg,Broken fences after marathon event in Greenwich Park
2024-01-22 14:02:09,51.5017,-0.1267,sports_and_social_events,REPORTED_IMAGES/event5.jpg,Graffiti on temporary structures for Winter Wonderland in Hyde Park
2024-04-13 17:28:35,51.5074,-0.1278,sports_and_social_events,REPORTED_IMAGES/event6.jpg,Damaged pavement after street performance in Covent Garden
2024-07-30 10:54:01,51.5036,-0.1223,sports_and_social_events,REPORTED_IMAGES/event7.jpg,Litter problem after Pride parade on Embankment
2024-10-08 15:20:26,51.5074,-0.1278,sports_and_social_events,REPORTED_IMAGES/event8.jpg,Vandalized porta-potties at music festival in Victoria Park
2024-03-05 19:46:52,51.5113,-0.1198,sports_and_social_events,REPORTED_IMAGES/event9.jpg,Broken chairs after outdoor cinema event in Somerset House
2024-06-27 08:12:18,51.5074,-0.1278,sports_and_social_events,REPORTED_IMAGES/event10.jpg,Damaged grass after charity run in Regent's Park


timestamp,latitude,longitude,category,image_path,comment
2024-06-30 14:43:51.615956,51.5190,-0.1257,graffiti,REPORTED_IMAGES/488de2f9b7886e553eea6c9d413c3f2f39c6726571b1513fbcff562f.jpg,graffiti in my wall i dont like it
2024-06-30 14:45:09.819217,51.5295,-0.1257,public_buildings,REPORTED_IMAGES/building.jpg,i want a building like this in dfront of my house
2024-06-30 14:46:09.819217,51.5295,-0.1357,garbage,REPORTED_IMAGES/building.jpg,i want a building like
2024-06-30 14:47:09.819217,51.5595,-0.1157,sports_and_social_events,REPORTED_IMAGES/building.jpg,i want a building like
2024-06-30 15:06:07.711324,51.5495,-0.1257,garbage,REPORTED_IMAGES/broken.jpg,broken window
2024-06-30 15:07:07.711324,51.5335,-0.1237,broken_window,REPORTED_IMAGES/broken.jpg,broken window
2024-06-30 15:08:07.711324,51.5255,-0.1157,green_spaces,REPORTED_IMAGES/broken.jpg,broken window
